Usuario/Equipo,Repositorio,Title,Description,Status,Tags,Classification,URL,Unnamed: 8,llm_pred,Explanation
chipi-hub-team,chipi-hub,Download all datasets button missed,"Description: The ""Download All Datasets"" button is not visible to users who are logged in. This prevents authenticated users from accessing the bulk download feature for datasets, hindering their ability to efficiently obtain all available data. Steps to Reproduce: - Log in to the application with valid user credentials. - Navigate to the home page - Look for the ""Download All Datasets"" button. - Observe that the button is missing. Expected Behavior: Authenticated users should see the ""Download All Datasets"" button, allowing them to download all available datasets in a single action for convenience and efficiency. Observed Behavior: The ""Download All Datasets"" button does not appear for logged-in users, forcing them to download datasets individually, which is time-consuming and inefficient. Priority: Medium Justification: While the absence of the bulk download button impacts user experience and efficiency, users can still access and download individual datasets. This issue affects productivity but does not completely block access to the datasets. Urgency: High Justification: Enhancing the user experience by providing bulk download functionality is important for maintaining user satisfaction and productivity. Resolving this issue will streamline the data retrieval process for authenticated users. Additional Information: ![imagen](https://github.com/user-attachments/assets/61a407c2-ea88-4c67-a679-694c9a6fd630) Suggested Fix: - Review the frontend code to ensure the ""Download All Datasets"" button is rendered for authenticated users.",closed,bug,Other,https://github.com/chipi-hub-team/chipi-hub/issues/29,,Other,"The bug report describes a missing UI element ('Download All Datasets' button) for authenticated users. The suggested fix involves reviewing the frontend code to ensure the button is rendered, indicating a potential code defect rather than a configuration issue."
chipi-hub-team,chipi-hub,test: Datasets Module Testing,"Datasets Module Testing Description As a developer, I want to implement comprehensive tests for the datasets module to increase code coverage. This will ensure that the module functions correctly across various scenarios and improve the overall reliability of the application. Acceptance Criteria -  Edge Cases: Include tests for edge cases and potential error conditions within the datasets module. -  CI Integration: Ensure that all new tests pass in the continuous integration pipeline without introducing failures. Priority: **Low** *Justification*: The realization of these tests won't affect the correct functionality of any test case or WI Urgency: **Low** *Justification*: We don't need to rush this issue, we are testing to improve the coverage of the dataset module, that has been tested in others WI",closed,test,Other,https://github.com/chipi-hub-team/chipi-hub/issues/27,,Other,"The bug report is about implementing tests for a module to increase code coverage, not about a configuration issue. It focuses on testing the functionality of the datasets module rather than addressing problems arising from misconfiguration."
chipi-hub-team,chipi-hub,chore: Rename Docker images in Docker compose files,"Description To ensure consistency and maintainability across the project, rename the Docker images specified in the Docker Compose files. Acceptance criteria - All Docker Compose files in the repository are identified and updated with the new image names. - Docker Compose files are validated to ensure they are free of syntax errors after renaming. - Services and networks defined in the Docker Compose files start correctly using the renamed images. - The changes do not disrupt existing development or deployment workflows. Priority **Low** _Justification_: Renaming Docker images is not time-sensitive but contributes to maintaining consistency within the project's naming conventions.",closed,configuration,Configuration,https://github.com/chipi-hub-team/chipi-hub/issues/24,,Configuration,"The bug report explicitly mentions Docker images and Docker Compose files, which are configuration artifacts used for defining and running multi-container Docker applications. The task involves renaming Docker images within these files, indicating a configuration-related issue."
chipi-hub-team,chipi-hub,chore: Add emails to mailmap,"Add Emails to Mailmap Description To homogenize commit author names and emails, add entries to the mailmap file. This ensures consistent author information across all commits in the repository. Acceptance Criteria - A `mailmap` file is created or updated in the repository. - All relevant email addresses and author names are mapped to their canonical forms in the `mailmap`. - Commit histories reflect the homogenized author information when using Git commands that utilize the `mailmap`. - The `mailmap` mappings cover all existing variations of author names and emails in the commit history. - Future commits by the authors are automatically mapped to the canonical names and emails as defined in the `mailmap`. Priority **Low** _Justification:_ The functionality has been studied and no critical risks have been found. Urgency: **Medium** *Justification* The functionality will help in the management of the commits, the sooner the implementation, the sooner we will see the results",closed,configuration,Other,https://github.com/chipi-hub-team/chipi-hub/issues/23,,Configuration,"The bug report describes the need to update the mailmap file, which is a configuration file used to homogenize commit author names and emails. This directly relates to configuring the repository for consistent author information."
chipi-hub-team,chipi-hub,chore: Add New GitHub Workflows,"Add New GitHub Workflows Description As a developer, I want to create new GitHub workflows to check the code format and add new tests to pull requests. Acceptance Criteria - A GitHub workflow should be added to validate the code format in every pull request. - A GitHub workflow should automatically run new tests added to the repository and display results in the pull request. - The workflows should trigger on pull request events. Priority: **High** *Justification* Workflows are part of the CI process so it needs to be prioritized Urgency: **High** *Justification* The introduction of these workflow will help notoriously in the CI process",closed,configuration,Configuration,https://github.com/chipi-hub-team/chipi-hub/issues/21,,Configuration,"The bug report describes the addition of new GitHub workflows, which are configuration files used to automate processes in a repository. The workflows are triggered by pull request events and are related to the CI process, indicating a configuration-related issue."
chipi-hub-team,chipi-hub,Wrong title in user profile,"Description: The user page doesn't show the correct title when navigating to the current user's profile via putting their id Steps to Reproduce: 1. Start the project 2. Log in with an user 3. Check the current user's Id ( we will call it X from now on ) 4. Navigate using the /profile/summary/X 5. You can now see how the title refers to ""User Profile"" Expected Behavior: The service should respond correctly, showing the correct title (My Profile) Observed Behavior: The system shows ""User Profile"" instead of ""My Profile"" Priority: **Low** *Justification*: This issue doesn't affect the correct behaviour of the system, its a merely aesthetic issue Urgency: **Low** *Justification*: This issue only affects an specific case, even then, the system still works fine, only showing a wrong comment Additional information: No extra information is needed",closed,bug,Other,https://github.com/chipi-hub-team/chipi-hub/issues/19,,Other,"The bug report describes an incorrect title being displayed on the user profile page. This is likely a code defect related to how the title is being rendered or retrieved, rather than a configuration issue. There is no mention of configuration files, environment variables, or deployment settings."
chipi-hub-team,chipi-hub,Connection Error in the fakenodo Module in Production Environment,"Description: The `fakenodo` module is not functioning properly in the production environment, throwing a connection error when accessing the `/zenodo/test` endpoint. Steps to Reproduce: 1. Open a console 2. Navigate to the `/docker` file in the project. 3.  Run the following command: ```bash sudo docker compose -f docker.compose.dev.yml ``` 4. Once the service starts, access the URL provided in the system logs. 5. Navigate to the `/zenodo/test` path Expected Behavior: The service should respond correctly, allowing the tests to be carried out at the `/zenodo/test` endpoint. Observed Behavior: A `Connection refused` error occurs when attempting to access the mentioned URL. Priority: **High** *Justification*: This issue directly impacts in the production environment, halting the development and validation of features related to `fakenodo`. Urgency: **Critical** *Justification*: This is a blocking issue that prevents the use of the module in the production environment, affecting project timelines. Additional information: Error Screenshot ![connectionError](https://github.com/user-attachments/assets/1e2fdf07-7946-4f09-9518-aaa0b3fa08f8)",open,bug,Configuration,https://github.com/chipi-hub-team/chipi-hub/issues/18,,Configuration,"The bug report indicates a connection error in the production environment when accessing the `/zenodo/test` endpoint of the `fakenodo` module. The steps to reproduce involve using `docker compose` with a `docker.compose.dev.yml` file, suggesting a potential misconfiguration in the Docker setup or environment variables that are causing the connection issue. The problem is likely related to how the service is configured and deployed in the production environment rather than a code defect."
chipi-hub-team,chipi-hub,chore: Configure continuous integration and deployment,"Configure Continuous Integration and Deployment Description Set up CI/CD pipelines to automate testing and deployment for the project, ensuring code changes are reliably tested and deployed with minimal manual intervention. Acceptance Criteria - CI/CD pipelines are configured to automate the testing process for every code change. - CI/CD pipelines are configured to automate the deployment process after successful tests. - The automation ensures that code changes are reliably tested and deployed with minimal manual intervention. Priority: **High** *Justification* Continuous integration is essential in the development of this project, so the implementation of these pipelines are a top priority Urgency: **HIgh** *Justification* We need the CI pipelines the earlier we can, so we can start applying it",closed,configuration,Configuration,https://github.com/chipi-hub-team/chipi-hub/issues/8,,Configuration,"The bug report explicitly mentions configuring CI/CD pipelines, which falls under technical configuration related to deployment and system setup. The description focuses on automating testing and deployment processes, indicating a configuration-related task rather than a code defect."
chipi-hub-team,chipi-hub,feat: View user profile,"Issue: View user profile Description As a user, I want to be able to click on a user's profile to view their uploaded datasets. Acceptance Criteria - The user should be able to see another user's profile by clicking on the name of them in the dataset details - The user should have some type of visual clue that represents if the profile that's seeing is their's or another's Priority: **Low** *Justification* This WI doesn't require a complex change so it can be placed in the lowest priority. If a High or Medium WI sounds complex as a first dive into the project, this issue is a good place to start Urgency: **Low** *Justification* This issue is a isolated functionality that is not related to any other WI",closed,"enhancement, good first issue",Other,https://github.com/chipi-hub-team/chipi-hub/issues/7,,Other,"The bug report describes a feature request to view user profiles, focusing on user interface and functionality rather than configuration issues. It does not mention any configuration files, settings, or deployment issues."
chipi-hub-team,chipi-hub,feat: Sign up validation,"Sign up validation Description As a user, I want to be able to sign up validating an email Acceptance Criteria - The user should be able to sign up validating their email. Priority: **Low** *Justification* This WI doesn't  seem to require a complex change so it can be placed in the lowest priority. If a High or Medium WI sounds complex as a first dive into the project, this issue is a good place to start Urgency: **Medium** *Justification* This issue is related to the process of sign up, so we need to leave some time to test and see if everything works right",closed,"enhancement, good first issue",Other,https://github.com/chipi-hub-team/chipi-hub/issues/6,,Other,"The bug report describes a feature request for sign-up validation, not a configuration issue. It focuses on implementing email validation during user registration, which is a code enhancement rather than a configuration problem."
chipi-hub-team,chipi-hub,feat: Rate datasets,"Issue: Rate datasets Description As a user, I would like to be able to rate the datasets in this repository. This feature would help provide feedback on the quality, usability, and relevance of the datasets, allowing other users to make more informed decisions when choosing which resources to use. Acceptance Criteria - Users can rate each dataset with a star. - Ratings should be visible on the respective dataset page. - Users should only be able to rate once per dataset. - A way to clear ratings should be available for users who wish to change their review. Priority: **Medium** *Justification* This issue isn't a Hard WI, so in the priority charts, it goes right after the development of the Hard WI's Urgency: **Low** *Justification* This issue doesn't affect the development of the remaining WI's, also, being a Medium WI implies that there is more relevant work",closed,enhancement,Other,https://github.com/chipi-hub-team/chipi-hub/issues/5,,Other,"This bug report describes a feature request to allow users to rate datasets. It does not involve any configuration issues, misconfigurations, or problems related to system setup or deployment. Therefore, it is not a configuration bug."
chipi-hub-team,chipi-hub,feat: Download all datasets,"Add 'Download All' Button for All Datasets Description As a user, I want a 'Download All' button somewhere that downloads ALL datasets with ALL models and in ALL formats. Acceptance Criteria - A 'Download All' button is added to the user interface in a visible and accessible location. - Clicking the button initiates the download of all available datasets. - All models associated with each dataset are included in the downloads. - Datasets are available in all formats supported by the application. Priority: **Medium** *Justification* This needs to be done, but isn't a Hard WI, so in the priority charts, it goes right after the development of the Hard WI's Urgency: **Low** *Justification* This issue doesn't affect the development of the remaining WI's, also, being a Medium WI implies that there is more relevant work",closed,enhancement,Other,https://github.com/chipi-hub-team/chipi-hub/issues/4,,Other,This bug report describes a feature request to add a 'Download All' button for datasets. It does not relate to configuration issues but rather to new functionality.
chipi-hub-team,chipi-hub,feat: Staging area,"Issue: Stagging Area Description As a user, I want to be able to upload datasets to UVLHub without the need for them to be uploaded to Zenodo, that is, keep them in an ""unpublished"" state that allows me to edit them before they are permanently uploaded. The operation of this functionality will consist of a button that will allow me to upload the datasets already created to Zenodo the new datasets created will enter this state or stage area by default. The status of said dataset can be seen by the user on the information screen as if it were another attribute. Acceptance Criteria - The  user should be able to publish the dataset using the button implemented in the page - Published dataset shouldn't be able to be updated to reset the status to unpublished Priority: **Medium** *Justification* The functionality has been studied and no critical risks have been found, so the priority is set to medium difficulty, taking into account the difficulty assigned to the WI. Urgency: **Medium** *Justification* The functionality needs to be done and reviewed, because the complexity of the issue ( a High difficulty WI) this proccess may take a while.",closed,enhancement,Other,https://github.com/chipi-hub-team/chipi-hub/issues/3,,Other,"This bug report describes a feature request for a staging area to manage datasets before publishing. It does not relate to misconfiguration or issues arising from incorrect settings, but rather to the implementation of a new feature."
chipi-hub-team,chipi-hub,feat: UVL editor,"Issue: UVL editor Description As a user, I want to have a UVL (Universal Variability Language) editor in graphical mode that allows users to visually edit UVL structures in order to export them or pass them to a parser for further processing. Acceptance Criteria - The editor should allow users to edit the designed models uploaded by them. - Users should be able to save, load, and edit their UVL designs. Priority: **High** *Justification* This issue is one of the Hard WI, so it needs to be prioritized from the rest of WI's Urgency: **Medium** *Justification* Although this issue is related to a Hard WI, the functionality doesn't affect another WI, so we can prioritize quality over speed",closed,enhancement,Other,https://github.com/chipi-hub-team/chipi-hub/issues/2,,Other,"The bug report describes a feature request for a UVL editor, not a configuration issue. It focuses on the need for a graphical editor to visually edit UVL structures, save, load, and edit designs, which is an enhancement rather than a problem caused by misconfiguration."
davidgonmar,uvlhub-egc,Monthly contributor report,Contributors - Date range for contributor list:  2025-01-01 to 2025-01-31 - Repository: ['davidgonmar/uvlhub-egc'] | Total Contributors | Total Contributions | % New Contributors | | --- | --- | --- | | 1 | 48 | 0.0% | | Username | All Time Contribution Count | New Contributor | Commits between 2025-01-01 and 2025-01-31 | | --- | --- | --- | --- | | @LuisMelladoDiaz | 48 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=LuisMelladoDiaz&since=2025-01-01&until=2025-01-31 | _this file was generated by the [Contributors GitHub Action](https://github.com/github/contributors)_,open,Sin etiquetas,Other,https://github.com/davidgonmar/uvlhub-egc/issues/260,,Other,"The bug report describes an issue with a generated report, specifically the contributor list and contribution counts. It doesn't relate to configuration files, environment variables, or system settings. Therefore, it's not a configuration bug."
davidgonmar,uvlhub-egc,Monthly contributor report,Contributors - Date range for contributor list:  2024-12-01 to 2024-12-31 - Repository: ['davidgonmar/uvlhub-egc'] | Total Contributors | Total Contributions | % New Contributors | | --- | --- | --- | | 12 | 814 | 0.0% | | Username | All Time Contribution Count | New Contributor | Commits between 2024-12-01 and 2024-12-31 | | --- | --- | --- | --- | | @adrvencon | 118 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=adrvencon&since=2024-12-01&until=2024-12-31 | | @Playeira01 | 99 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=Playeira01&since=2024-12-01&until=2024-12-31 | | @davidgonmar | 88 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=davidgonmar&since=2024-12-01&until=2024-12-31 | | @luciaPG | 78 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=luciaPG&since=2024-12-01&until=2024-12-31 | | @clameaitu | 72 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=clameaitu&since=2024-12-01&until=2024-12-31 | | @raulherasperez | 62 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=raulherasperez&since=2024-12-01&until=2024-12-31 | | @rafcasceb | 62 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=rafcasceb&since=2024-12-01&until=2024-12-31 | | @DanielFloresDeFrancisco | 58 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=DanielFloresDeFrancisco&since=2024-12-01&until=2024-12-31 | | @Cargarmar18 | 50 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=Cargarmar18&since=2024-12-01&until=2024-12-31 | | @LuisMelladoDiaz | 46 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=LuisMelladoDiaz&since=2024-12-01&until=2024-12-31 | | @Sergiotg03 | 42 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=Sergiotg03&since=2024-12-01&until=2024-12-31 | | @JaviGarcia1 | 39 | False | https://github.com/davidgonmar/uvlhub-egc/commits?author=JaviGarcia1&since=2024-12-01&until=2024-12-31 | _this file was generated by the [Contributors GitHub Action](https://github.com/github/contributors)_,open,Sin etiquetas,Other,https://github.com/davidgonmar/uvlhub-egc/issues/258,,Configuration,"The bug report describes a problem with the configuration of the contributor list generation, specifically the date range. It involves setting parameters for the report generation process."
davidgonmar,uvlhub-egc,Tarea 56: Change Button Name to Create,"Work item: >  N/A Description: >  - Cambiar botón del menú a ""Create dataset""",closed,"frontend, style, task",Other,https://github.com/davidgonmar/uvlhub-egc/issues/256,,Other,"The bug report describes a task to change the name of a button in the user interface. This is a styling or frontend task, not a configuration issue."
davidgonmar,uvlhub-egc,Tarea M3-B: Cambiar nombre chatbot,Work item: >  N/A Description: >  Cambiar el nombre del chatbot,closed,"frontend, feat",Other,https://github.com/davidgonmar/uvlhub-egc/issues/253,,Other,"The bug report describes a feature request to change the chatbot's name, which is not related to configuration issues. It's a frontend feature development task."
davidgonmar,uvlhub-egc,Tarea M3-A: Backend M3,Work item: >  N/A Description: >  - Change context description for AI Chatbot to answer about Universidad de Córdoba,closed,"backend, feat",Other,https://github.com/davidgonmar/uvlhub-egc/issues/252,,Configuration,"The bug report describes a change in the context description for an AI Chatbot, which is a configuration setting. It involves tailoring the chatbot's functionality for a specific domain (Universidad de CÃ³rdoba), indicating a domain-specific configuration issue."
davidgonmar,uvlhub-egc,Incidencia 26: Fix selenium tests,"**Título** Fix selenium tests **Descripción** Some of the selenium tests were very flaky, we need them to be more consistent. **Pasos para reproducir** 1.     run python -m pytest **Resultado esperado** All tests pass **Resultado obtenido** Some of them fail **Evidencias (capturas, logs, etc.)** N/A **Entorno** - Sistema operativo: Ubuntu 24.04 - Versión del producto: N/A - Modelo de navegador: Google Chrome - Versión del navegador: 131.0.6778.108 - Detalles adicionales: ChromeDriver 131.0.6778.85 **Posibles soluciones** Fix them **Percepción de prioridad o severidad (crítica, alta, media o baja)** Alta **Comentarios adicionales** N/A",closed,test,Other,https://github.com/davidgonmar/uvlhub-egc/issues/249,,Other,"The bug report describes flaky Selenium tests, which are failing intermittently. While the environment details are provided, the issue seems to stem from the tests themselves or the interaction with the browser/driver, rather than a specific configuration problem. The report doesn't mention any misconfiguration or incorrect settings."
davidgonmar,uvlhub-egc,Incidencia 25: Fix a bug related to the feature model count,"**Título** Fix a bug related to the feature model count **Descripción** The feature model count does not work right. Instead of the 30 feature models shown in the database, it shows 193 feature models. **Pasos para reproducir** 1.     Seed the database. 2.      Run the application. **Resultado esperado** A count of 30 models. **Resultado obtenido** A count of 193 models. **Evidencias (capturas, logs, etc.)** ![Image](https://github.com/user-attachments/assets/e38e9184-a579-40be-a0ee-3564252309b0) **Entorno** N/A **Posibles soluciones** Change the logic in the repository for the total count. **Percepción de prioridad o severidad (crítica, alta, media o baja)** Baja.",closed,"fix, incidence",Other,https://github.com/davidgonmar/uvlhub-egc/issues/245,,Other,"The bug report indicates an issue with the logic in the repository for counting feature models, suggesting a code defect rather than a configuration problem. The solution proposed involves changing the logic in the repository, further supporting the classification as a code-related issue."
davidgonmar,uvlhub-egc,Incidencia 24: Fix a bug related to the deletion of duplicate UVLs with the same name - Different versions of models,"**Título** Fix a bug related to the deletion of duplicate UVLs with the same name. **Descripción** This bug doesn't produce an error in the system it simply prevents the deletion of a repeated UVL file. The issue occurs because the backend assigns a new name to the repeated file to differentiate it from other files with the same name. For example, if we upload a file named file.uvl twice, the backend assigns a new name, such as file(1).uvl, to the second file. However, even though the frontend displays the updated name, it does not send this updated name to the backend when the delete button for the repeated file is pressed.  Instead, it erases the first file.uvl, leaving the repeated file permanently undeleted in the system. Despite this, the frontend does not show file(1).uvl anymore, making the user think that file(1).uvl was successfully deleted. This creates a mismatch between what the user sees and the actual state of the system. **Pasos para reproducir** 1.     Upload a UVL file with the same name twice. 2.     Delete the second uploaded file from the frontend. 3.    Check the contents of the upload/temp/ folder in the IDE. **Resultado esperado** Deletion of the duplicate file **Resultado obtenido** The deletion of the duplicate file was not executed. Instead, the first uploaded file with the same name was deleted. **Evidencias (capturas, logs, etc.)** ![Screenshot from 2024-12-17 16-38-59](https://github.com/user-attachments/assets/a6c4c9ff-b480-4440-a7ce-ce20c79088f0) ![Screenshot from 2024-12-16 11-20-02](https://github.com/user-attachments/assets/e460e5e4-347b-4063-8273-f8ef628045a3) **Entorno** N/A **Posibles soluciones** When the delete button is pressed, the system must send the name assigned by the backend, which is also displayed in the frontend, rather than the original name of the uploaded file. **Percepción de prioridad o severidad (crítica, alta, media o baja)** Alta **Comentarios adicionales**",closed,"backend, fix, incidence",Other,https://github.com/davidgonmar/uvlhub-egc/issues/243,,Other,"The bug report describes a problem where the frontend is not sending the correct filename to the backend when deleting a duplicate file. This is a code defect rather than a configuration issue, as it involves incorrect data being passed between the frontend and backend."
davidgonmar,uvlhub-egc,Incidencia 23: Arreglar workflow de seeders,"**Título** Arreglar workflow de seeders **Descripción** No funciona correctamente **Pasos para reproducir** 1.     Ejecutar workflow de seeders **Resultado esperado** Base de datos populada correctamente **Resultado obtenido** Base de datos populada correctamente **Evidencias (capturas, logs, etc.)** N/A **Entorno** Entorno nativo de Render. **Posibles soluciones** Cambiar el comando a ejecutar en el job de Render. **Percepción de prioridad o severidad (crítica, alta, media o baja)** Baja **Comentarios adicionales** N/A",closed,"database, build",Configuration,https://github.com/davidgonmar/uvlhub-egc/issues/240,,Configuration,"The bug report mentions a problem with the seeder workflow in Render, indicating an issue with the deployment or runtime environment configuration. The suggested solution involves changing the command executed in the Render job, further suggesting a configuration problem rather than a code defect."
davidgonmar,uvlhub-egc,Tarea 54: Clean the code,Work item: >  Multiple Login >  Advanced filtering Description: >  - Quitar logs innecesarios que solo meten ruido en la consola >  - Quitar comentarios innecesarios,closed,refactor,Other,https://github.com/davidgonmar/uvlhub-egc/issues/235,,Other,"The bug report describes code cleaning tasks such as removing unnecessary logs and comments, which are related to code refactoring rather than configuration issues."
